loan_id,customer_id,product_type,segment,province,origination_date,principal_vnd,interest_rate_pct,term_months,outstanding_vnd,days_past_due,status
LN00527,CU00589,motorbike_loan,self_employed,HCMC,2025-11-06,60000000,28.3,12,35669325,253,npl
LN00528,CU00309,personal_loan,salaried,HCMC,2024-10-13,28000000,16.7,24,8961245,0,current
LN00529,CU00303,personal_loan,gig_worker,HCMC,2025-12-14,137000000,31.5,36,118157925,0,current
LN00530,CU00143,motorbike_loan,gig_worker,HCMC,2024-10-01,24000000,27.1,24,9290524,62,overdue
LN00531,CU00228,consumer_durable,salaried,HCMC,2024-08-17,16000000,19.9,36,7625088,0,current
LN00532,CU00618,consumer_durable,salaried,Binh Duong,2026-02-15,26000000,31.2,36,24358166,0,current
LN00533,CU00316,motorbike_loan,gig_worker,Dong Nai,2025-05-07,24000000,20.7,18,13515477,0,current
LN00534,CU00602,salary_advance,salaried,Dong Nai,2025-02-11,5000000,28.5,24,2028525,0,current
LN00535,CU00425,motorbike_loan,salaried,HCMC,2024-11-20,19000000,20.8,6,4488099,0,current
LN00536,CU00600,personal_loan,self_employed,Hanoi,2025-12-22,71000000,24.0,6,16027085,0,current
LN00537,CU00295,personal_loan,self_employed,Da Nang,2026-04-14,20000000,31.2,24,19458607,0,current
LN00538,CU00493,motorbike_loan,self_employed,Hanoi,2025-09-03,22000000,22.9,6,3529756,0,current
LN00539,CU00060,motorbike_loan,self_employed,Dong Nai,2025-01-09,22000000,27.2,6,1361535,0,current
LN00540,CU00079,personal_loan,self_employed,Hanoi,2025-05-11,61000000,21.6,18,33708201,0,current
LN00541,CU00372,motorbike_loan,salaried,Binh Duong,2026-02-04,25000000,29.7,18,21063424,0,current
LN00542,CU00105,personal_loan,gig_worker,Da Nang,2026-04-28,55000000,28.0,24,53313046,0,current
LN00543,CU00120,personal_loan,gig_worker,Hanoi,2024-10-16,177000000,26.8,6,41251884,0,current
LN00544,CU00177,consumer_durable,self_employed,Dong Nai,2025-06-26,9000000,30.0,36,6774566,0,current
LN00545,CU00436,consumer_durable,gig_worker,HCMC,2025-09-26,9000000,18.1,12,4896381,0,current
LN00546,CU00260,consumer_durable,salaried,Binh Duong,2025-01-01,11000000,14.6,36,6650845,0,current
LN00547,CU00285,personal_loan,salaried,Hanoi,2026-02-02,51000000,30.2,12,36239915,165,npl
LN00548,CU00197,salary_advance,salaried,Hanoi,2024-12-15,12000000,15.2,36,6568214,0,current
LN00549,CU00110,salary_advance,self_employed,HCMC,2026-05-07,14000000,22.5,36,13737869,0,current
LN00550,CU00140,personal_loan,salaried,Hanoi,2025-10-04,151000000,27.7,18,107414946,0,current
LN00551,CU00418,motorbike_loan,salaried,Hanoi,2026-03-31,35000000,20.9,24,32549545,57,overdue
LN00552,CU00536,personal_loan,salaried,Binh Duong,2026-03-01,141000000,14.2,24,125686726,0,current
LN00553,CU00347,consumer_durable,salaried,HCMC,2025-03-27,8000000,30.7,12,2992926,0,current
LN00554,CU00410,personal_loan,salaried,Binh Duong,2025-09-15,128000000,26.8,36,104178915,0,current
LN00555,CU00644,motorbike_loan,gig_worker,Can Tho,2024-12-31,32000000,22.2,6,9591169,0,current
LN00556,CU00099,salary_advance,self_employed,HCMC,2026-03-03,5000000,20.9,18,4449087,0,current
LN00557,CU00554,consumer_durable,self_employed,Can Tho,2024-12-23,14000000,23.0,36,9341374,0,current
LN00558,CU00169,motorbike_loan,salaried,Dong Nai,2025-02-25,39000000,29.4,24,19893351,246,npl
LN00559,CU00161,motorbike_loan,self_employed,HCMC,2024-12-28,51000000,25.9,36,31037708,0,current
LN00560,CU00132,motorbike_loan,self_employed,Hanoi,2025-04-20,58000000,31.6,18,31837473,0,current
LN00561,CU00320,consumer_durable,self_employed,Hanoi,2026-04-14,17000000,21.7,18,16277715,32,overdue
LN00562,CU00582,motorbike_loan,salaried,Dong Nai,2025-07-03,36000000,23.7,6,7762904,0,current
LN00563,CU00103,motorbike_loan,salaried,Hanoi,2025-01-16,16000000,24.3,18,3472655,0,current
LN00564,CU00078,consumer_durable,self_employed,HCMC,2024-06-27,24000000,20.5,24,8343820,0,current
LN00565,CU00607,consumer_durable,salaried,Da Nang,2026-03-24,17000000,18.1,6,11973197,0,current
LN00566,CU00553,personal_loan,gig_worker,HCMC,2025-01-10,129000000,15.4,18,31307233,0,current
LN00567,CU00192,personal_loan,salaried,Hanoi,2024-11-30,136000000,17.3,6,20245289,0,current
LN00568,CU00062,motorbike_loan,gig_worker,HCMC,2025-01-18,55000000,25.1,24,19292006,0,current
LN00569,CU00274,motorbike_loan,salaried,Hanoi,2025-12-08,34000000,19.7,6,4978586,0,current
LN00570,CU00476,consumer_durable,salaried,Can Tho,2024-09-03,12000000,16.7,6,3621184,0,current
LN00571,CU00498,motorbike_loan,salaried,Dong Nai,2026-04-04,25000000,14.5,18,22601476,6,overdue
LN00572,CU00144,consumer_durable,gig_worker,HCMC,2025-06-24,7000000,30.1,6,1688693,0,current
LN00573,CU00338,personal_loan,self_employed,Da Nang,2026-01-08,153000000,30.8,18,119060331,87,overdue
LN00574,CU00604,consumer_durable,gig_worker,Binh Duong,2025-09-12,9000000,17.2,18,5508944,0,current
LN00575,CU00372,personal_loan,self_employed,Da Nang,2026-01-16,101000000,26.3,18,79637974,0,current
LN00576,CU00246,motorbike_loan,salaried,Hanoi,2024-07-20,17000000,28.4,6,2103359,0,current
LN00577,CU00262,personal_loan,self_employed,Hanoi,2025-05-05,195000000,29.4,24,131292657,0,current
LN00578,CU00083,personal_loan,self_employed,Dong Nai,2025-07-11,73000000,19.7,24,42361302,0,current
LN00579,CU00617,consumer_durable,self_employed,Dong Nai,2025-03-15,18000000,28.8,18,5961992,0,current
LN00580,CU00313,consumer_durable,salaried,Da Nang,2026-04-13,25000000,25.3,12,23747436,0,current
LN00581,CU00137,personal_loan,salaried,HCMC,2024-11-29,186000000,21.4,18,40809151,0,current
LN00582,CU00230,personal_loan,gig_worker,Can Tho,2025-07-27,70000000,17.3,24,41477833,0,current
LN00583,CU00615,personal_loan,self_employed,HCMC,2024-08-23,180000000,17.6,12,68415626,0,current
LN00584,CU00230,personal_loan,salaried,HCMC,2024-10-08,50000000,21.8,24,11212375,0,current
LN00585,CU00290,consumer_durable,gig_worker,HCMC,2025-08-12,17000000,21.8,12,5099530,0,current
LN00586,CU00470,consumer_durable,salaried,HCMC,2025-12-13,13000000,25.1,12,8949118,0,current
LN00587,CU00483,personal_loan,gig_worker,Hanoi,2025-03-30,195000000,26.8,36,141727823,86,overdue
LN00588,CU00136,salary_advance,gig_worker,Dong Nai,2024-09-06,11000000,25.2,18,98894,0,current
LN00589,CU00444,salary_advance,self_employed,Da Nang,2025-08-18,8000000,29.8,12,4184844,0,current
LN00590,CU00271,personal_loan,salaried,HCMC,2026-01-01,147000000,30.7,18,107754386,0,current
LN00591,CU00168,motorbike_loan,salaried,Hanoi,2024-12-24,50000000,28.4,6,16221600,87,overdue
LN00592,CU00152,consumer_durable,gig_worker,Hanoi,2024-12-21,16000000,24.1,24,6965118,0,current
LN00593,CU00005,personal_loan,gig_worker,HCMC,2025-11-08,63000000,30.0,36,54609258,0,current
LN00594,CU00125,motorbike_loan,salaried,Da Nang,2026-02-22,46000000,30.0,6,29584612,0,current
LN00595,CU00609,motorbike_loan,gig_worker,Da Nang,2025-06-14,16000000,29.0,24,9747022,0,current
LN00596,CU00290,consumer_durable,salaried,Hanoi,2024-08-12,28000000,30.3,36,16848208,0,current
LN00597,CU00167,personal_loan,salaried,HCMC,2024-09-02,117000000,17.2,24,51922738,0,current
LN00598,CU00368,motorbike_loan,self_employed,Hanoi,2024-07-11,22000000,28.4,18,847138,0,current
LN00599,CU00378,consumer_durable,self_employed,Binh Duong,2024-12-26,20000000,24.1,24,10988740,0,current
LN00600,CU00538,motorbike_loan,salaried,Hanoi,2026-03-31,36000000,18.0,12,30166397,0,current
LN00601,CU00049,personal_loan,salaried,Hanoi,2025-01-07,96000000,30.3,12,18313265,0,current
LN00602,CU00600,motorbike_loan,self_employed,Dong Nai,2024-12-05,41000000,25.9,36,22034836,0,current
LN00603,CU00305,personal_loan,salaried,Hanoi,2024-07-03,138000000,29.2,6,50602360,0,current
LN00604,CU00266,personal_loan,self_employed,Binh Duong,2025-02-05,179000000,17.4,12,65999410,0,current
LN00605,CU00617,salary_advance,self_employed,HCMC,2026-05-06,5000000,25.8,24,4817349,0,current
LN00606,CU00193,consumer_durable,gig_worker,Hanoi,2024-08-18,26000000,26.2,18,9488594,85,overdue
LN00607,CU00486,salary_advance,self_employed,HCMC,2024-07-15,15000000,23.7,6,4194492,0,current
LN00608,CU00402,motorbike_loan,gig_worker,HCMC,2025-02-10,45000000,24.5,12,12693034,0,current
LN00609,CU00498,personal_loan,self_employed,HCMC,2025-02-23,126000000,24.7,36,73520446,295,npl
LN00610,CU00485,motorbike_loan,gig_worker,Binh Duong,2024-12-28,60000000,14.3,36,39420364,304,npl
LN00611,CU00520,personal_loan,self_employed,Can Tho,2025-02-06,198000000,19.2,12,42036157,0,current
LN00612,CU00369,personal_loan,salaried,Dong Nai,2024-09-02,188000000,27.0,24,26144938,0,current
LN00613,CU00426,consumer_durable,gig_worker,Binh Duong,2024-08-13,27000000,15.6,24,10871944,78,overdue
LN00614,CU00516,salary_advance,salaried,Hanoi,2024-10-18,7000000,20.4,12,2310798,0,current
LN00615,CU00571,personal_loan,salaried,HCMC,2024-08-17,78000000,22.8,18,6711562,0,current
LN00616,CU00114,personal_loan,self_employed,HCMC,2024-11-30,174000000,14.9,24,53992884,0,current
LN00617,CU00161,salary_advance,self_employed,Binh Duong,2026-01-27,4000000,17.0,6,1471072,0,current
LN00618,CU00426,consumer_durable,self_employed,Can Tho,2024-12-17,25000000,20.0,12,8770165,0,current
LN00619,CU00645,consumer_durable,gig_worker,HCMC,2025-01-11,21000000,15.5,18,3426082,0,current
LN00620,CU00529,consumer_durable,self_employed,HCMC,2025-03-06,30000000,21.4,24,12014510,0,current
LN00621,CU00169,consumer_durable,salaried,Hanoi,2025-12-13,30000000,31.0,6,11616963,0,current
LN00622,CU00567,motorbike_loan,salaried,Hanoi,2024-07-24,51000000,31.6,36,20174157,0,current
LN00623,CU00558,salary_advance,salaried,Binh Duong,2025-05-24,12000000,30.6,24,7329146,0,current
LN00624,CU00130,motorbike_loan,salaried,Da Nang,2025-05-23,40000000,29.9,6,15408477,0,current
LN00625,CU00553,motorbike_loan,salaried,Da Nang,2024-12-04,34000000,27.6,12,13281464,0,current
LN00626,CU00049,motorbike_loan,self_employed,HCMC,2025-03-05,22000000,29.1,18,6402076,0,current
LN00627,CU00643,consumer_durable,salaried,Dong Nai,2024-10-02,15000000,28.5,36,8114675,0,current
LN00628,CU00254,consumer_durable,salaried,Binh Duong,2025-07-09,30000000,24.3,12,5642139,0,current
LN00629,CU00457,personal_loan,salaried,Hanoi,2025-05-07,136000000,21.7,24,89385290,17,overdue
LN00630,CU00502,personal_loan,salaried,Can Tho,2024-10-16,152000000,23.0,24,25510070,0,current
LN00631,CU00218,consumer_durable,salaried,Hanoi,2024-12-10,27000000,16.3,36,14238333,0,current
LN00632,CU00121,motorbike_loan,salaried,HCMC,2024-10-16,22000000,16.0,18,3768470,169,npl
LN00633,CU00291,motorbike_loan,salaried,Dong Nai,2024-12-30,24000000,24.6,6,606521,0,current
LN00634,CU00346,personal_loan,self_employed,Binh Duong,2026-01-06,160000000,21.5,36,143913761,0,current
LN00635,CU00334,consumer_durable,self_employed,Hanoi,2024-08-29,21000000,22.3,24,5070927,0,current
LN00636,CU00170,personal_loan,self_employed,Can Tho,2025-04-10,79000000,14.8,24,37784674,0,current
LN00637,CU00055,consumer_durable,self_employed,Da Nang,2025-06-29,8000000,24.1,12,798172,0,current
LN00638,CU00594,salary_advance,self_employed,Da Nang,2024-12-13,11000000,17.2,6,3190164,0,current
LN00639,CU00325,motorbike_loan,self_employed,Binh Duong,2025-03-26,17000000,20.1,12,3978432,0,current
LN00640,CU00174,motorbike_loan,gig_worker,HCMC,2024-11-03,33000000,18.6,6,11164198,0,current
LN00641,CU00124,personal_loan,salaried,Dong Nai,2026-03-13,96000000,16.6,18,88499480,0,current
LN00642,CU00567,personal_loan,self_employed,HCMC,2025-09-11,146000000,20.9,6,42673608,0,current
LN00643,CU00129,motorbike_loan,salaried,Hanoi,2025-09-14,32000000,26.2,12,12689251,0,current
LN00644,CU00434,personal_loan,salaried,Hanoi,2024-07-29,148000000,20.7,12,12904199,0,current
LN00645,CU00390,salary_advance,salaried,Da Nang,2025-01-21,5000000,14.0,24,2635596,0,current
LN00646,CU00126,salary_advance,salaried,Binh Duong,2024-12-05,14000000,23.6,6,3916425,0,current
LN00647,CU00464,consumer_durable,gig_worker,Binh Duong,2025-02-23,21000000,19.7,18,6053810,0,current
LN00648,CU00005,personal_loan,salaried,Can Tho,2025-10-08,137000000,30.5,12,58583271,334,npl
LN00649,CU00456,salary_advance,salaried,Can Tho,2024-12-27,15000000,29.8,6,2768104,0,current
LN00650,CU00198,consumer_durable,gig_worker,Hanoi,2024-09-03,10000000,28.6,6,3500944,0,current
LN00651,CU00227,motorbike_loan,salaried,HCMC,2025-07-28,60000000,15.6,36,45831756,0,current
LN00652,CU00114,personal_loan,salaried,Hanoi,2025-07-28,146000000,17.8,12,25099174,0,current
LN00653,CU00131,salary_advance,self_employed,Da Nang,2024-10-23,12000000,26.1,36,6768311,17,overdue
LN00654,CU00465,personal_loan,salaried,Da Nang,2024-11-22,90000000,31.9,36,51939782,0,current
LN00655,CU00045,personal_loan,self_employed,Hanoi,2024-07-15,33000000,18.9,36,16415118,0,current
LN00656,CU00026,salary_advance,salaried,HCMC,2025-03-07,3000000,21.1,18,1418191,0,current
LN00657,CU00025,salary_advance,self_employed,HCMC,2026-02-24,8000000,19.6,6,5555403,0,current
LN00658,CU00243,motorbike_loan,salaried,Can Tho,2025-08-28,21000000,31.3,6,1498276,0,current
LN00659,CU00067,salary_advance,self_employed,Binh Duong,2026-02-03,4000000,15.5,6,1422171,0,current
LN00660,CU00391,consumer_durable,gig_worker,HCMC,2026-03-16,25000000,15.2,6,18135806,0,current
LN00661,CU00348,motorbike_loan,salaried,Da Nang,2024-09-05,54000000,20.9,24,9019168,0,current
LN00662,CU00199,consumer_durable,salaried,Can Tho,2024-11-28,11000000,15.8,36,6130741,0,current
LN00663,CU00320,salary_advance,self_employed,HCMC,2025-05-13,12000000,22.0,12,4139171,156,npl
LN00664,CU00378,motorbike_loan,self_employed,Hanoi,2025-05-10,52000000,16.6,24,31622268,0,current
LN00665,CU00207,salary_advance,self_employed,Hanoi,2025-12-14,11000000,29.5,24,9309835,0,current
LN00666,CU00167,consumer_durable,self_employed,Hanoi,2025-01-18,15000000,24.2,18,3714116,0,current
LN00667,CU00340,personal_loan,gig_worker,Dong Nai,2024-12-20,76000000,26.5,24,30264922,0,current
LN00668,CU00647,consumer_durable,salaried,Hanoi,2026-05-05,7000000,14.5,6,6233545,0,current
LN00669,CU00201,motorbike_loan,salaried,Binh Duong,2026-04-11,27000000,17.9,18,24337395,71,overdue
LN00670,CU00382,personal_loan,gig_worker,Binh Duong,2026-04-20,193000000,28.2,6,169346135,59,overdue
LN00671,CU00326,consumer_durable,gig_worker,Dong Nai,2024-08-11,7000000,16.6,12,574285,49,overdue
LN00672,CU00130,motorbike_loan,salaried,Dong Nai,2026-03-25,52000000,19.3,12,45664040,234,npl
LN00673,CU00522,salary_advance,gig_worker,Dong Nai,2025-10-09,13000000,25.1,12,6036805,0,current
LN00674,CU00598,motorbike_loan,salaried,Hanoi,2025-04-24,59000000,31.2,24,36394778,0,current
LN00675,CU00384,motorbike_loan,gig_worker,HCMC,2025-02-03,40000000,21.7,24,17905382,0,current
LN00676,CU00462,personal_loan,self_employed,HCMC,2025-07-13,133000000,24.5,24,83934342,0,current
LN00677,CU00085,motorbike_loan,gig_worker,Hanoi,2025-06-21,39000000,22.0,18,18547617,0,current
LN00678,CU00338,personal_loan,self_employed,Hanoi,2026-02-20,90000000,15.3,6,53171530,0,current
LN00679,CU00289,personal_loan,self_employed,Binh Duong,2025-08-03,68000000,32.0,36,49773109,244,npl
LN00680,CU00215,consumer_durable,salaried,Binh Duong,2025-03-22,5000000,25.8,12,269067,0,current
LN00681,CU00428,motorbike_loan,self_employed,Hanoi,2025-01-17,36000000,19.6,12,8225381,0,current
LN00682,CU00364,personal_loan,self_employed,Hanoi,2025-04-23,55000000,31.0,6,11004395,0,current
LN00683,CU00158,personal_loan,self_employed,Hanoi,2025-03-24,196000000,24.6,36,126321979,0,current
LN00684,CU00487,salary_advance,self_employed,Dong Nai,2024-09-01,9000000,17.7,24,4074315,0,current
LN00685,CU00028,personal_loan,self_employed,Da Nang,2025-07-04,43000000,24.0,6,2984632,0,current
LN00686,CU00176,personal_loan,gig_worker,HCMC,2025-07-25,72000000,23.4,24,53310561,0,current
LN00687,CU00134,personal_loan,salaried,Dong Nai,2026-01-18,53000000,27.4,24,44325324,0,current
LN00688,CU00470,salary_advance,gig_worker,Hanoi,2024-06-30,12000000,30.9,36,6777549,0,current
LN00689,CU00590,personal_loan,salaried,HCMC,2026-03-07,122000000,23.5,36,112324426,0,current
LN00690,CU00426,personal_loan,self_employed,HCMC,2025-01-29,108000000,19.4,36,63390151,0,current
LN00691,CU00281,personal_loan,self_employed,Dong Nai,2025-01-28,118000000,24.2,24,48815978,171,npl
LN00692,CU00108,salary_advance,self_employed,Da Nang,2026-03-04,9000000,31.9,36,8513630,0,current
LN00693,CU00473,motorbike_loan,salaried,Binh Duong,2025-11-24,28000000,22.3,6,4044693,0,current
LN00694,CU00497,motorbike_loan,gig_worker,Binh Duong,2025-03-31,15000000,26.8,12,4037337,0,current
LN00695,CU00128,motorbike_loan,self_employed,HCMC,2025-02-17,45000000,17.1,6,7074205,0,current
LN00696,CU00546,motorbike_loan,salaried,Hanoi,2026-04-30,32000000,20.4,12,29637960,0,current
LN00697,CU00613,personal_loan,gig_worker,Can Tho,2024-11-22,184000000,30.1,24,63092861,0,current
LN00698,CU00197,personal_loan,self_employed,Binh Duong,2025-08-29,115000000,14.3,6,492631,0,current
LN00699,CU00576,consumer_durable,gig_worker,HCMC,2026-02-02,28000000,14.8,36,25999326,0,current
LN00700,CU00324,motorbike_loan,gig_worker,Can Tho,2025-04-02,22000000,15.9,18,10544990,0,current
LN00701,CU00512,personal_loan,salaried,HCMC,2024-07-07,91000000,14.8,12,21436075,0,current
LN00702,CU00137,salary_advance,self_employed,HCMC,2024-10-06,12000000,19.8,24,3288397,0,current
LN00703,CU00239,personal_loan,gig_worker,Can Tho,2025-06-20,190000000,14.3,36,144741942,0,current
LN00704,CU00511,motorbike_loan,salaried,Can Tho,2026-04-20,22000000,27.3,12,20445504,282,npl
LN00705,CU00041,personal_loan,salaried,HCMC,2026-04-03,80000000,29.8,12,70516658,0,current
LN00706,CU00255,motorbike_loan,self_employed,Dong Nai,2025-07-20,29000000,20.2,12,9286653,0,current
LN00707,CU00210,consumer_durable,salaried,Can Tho,2025-04-16,10000000,25.3,6,520533,86,overdue
LN00708,CU00435,personal_loan,self_employed,HCMC,2025-10-14,80000000,27.0,18,59290468,0,current
LN00709,CU00452,personal_loan,salaried,HCMC,2025-02-06,182000000,22.7,18,59162490,0,current
LN00710,CU00610,motorbike_loan,salaried,Da Nang,2025-12-03,16000000,21.7,6,1543306,0,current
LN00711,CU00481,motorbike_loan,salaried,Da Nang,2025-04-17,34000000,20.8,36,24271853,0,current
LN00712,CU00603,personal_loan,salaried,Dong Nai,2024-12-15,115000000,30.9,18,28334278,0,current
LN00713,CU00357,personal_loan,gig_worker,Dong Nai,2026-01-04,118000000,27.7,18,88221121,0,current
LN00714,CU00647,motorbike_loan,self_employed,Hanoi,2026-03-13,39000000,18.4,24,37005140,0,current
LN00715,CU00166,consumer_durable,self_employed,HCMC,2025-12-11,19000000,16.7,12,11011832,0,current
LN00716,CU00438,personal_loan,self_employed,Binh Duong,2025-04-13,121000000,23.3,12,6001301,0,current
LN00717,CU00353,personal_loan,gig_worker,Hanoi,2024-07-06,117000000,21.4,6,41685973,0,current
LN00718,CU00428,consumer_durable,salaried,HCMC,2025-03-30,5000000,28.7,6,1806258,0,current
LN00719,CU00462,motorbike_loan,self_employed,Can Tho,2025-11-18,38000000,16.4,24,31608459,0,current
LN00720,CU00082,motorbike_loan,salaried,HCMC,2025-11-05,31000000,25.3,36,27120050,0,current
LN00721,CU00008,personal_loan,salaried,Hanoi,2025-05-26,27000000,22.7,6,10697328,0,current
LN00722,CU00346,consumer_durable,salaried,Binh Duong,2025-10-07,17000000,23.4,18,9649567,0,current
LN00723,CU00339,motorbike_loan,self_employed,Hanoi,2025-05-25,30000000,21.2,36,23771033,0,current
LN00724,CU00255,consumer_durable,gig_worker,HCMC,2025-03-26,24000000,29.6,18,5698737,0,current
LN00725,CU00047,motorbike_loan,self_employed,Da Nang,2025-01-10,41000000,14.1,18,17509081,0,current
LN00726,CU00488,salary_advance,self_employed,Binh Duong,2025-09-14,14000000,25.0,6,3649329,0,current
LN00727,CU00517,salary_advance,gig_worker,Binh Duong,2025-04-12,14000000,16.6,36,8825090,0,current
LN00728,CU00217,personal_loan,salaried,Hanoi,2024-06-21,160000000,31.2,24,27357950,0,current
LN00729,CU00226,personal_loan,self_employed,Dong Nai,2026-01-23,131000000,30.7,18,103022492,0,current
LN00730,CU00230,consumer_durable,gig_worker,Can Tho,2024-06-24,9000000,25.4,24,3512975,0,current
LN00731,CU00448,salary_advance,self_employed,Binh Duong,2024-07-21,14000000,27.2,24,2943212,0,current
LN00732,CU00377,consumer_durable,salaried,HCMC,2026-02-11,15000000,24.7,12,11633073,0,current
LN00733,CU00374,personal_loan,salaried,Hanoi,2026-05-10,99000000,17.4,24,94908248,0,current
LN00734,CU00304,consumer_durable,salaried,Dong Nai,2024-07-01,12000000,21.1,36,4786089,0,current
LN00735,CU00127,consumer_durable,self_employed,Hanoi,2024-09-03,28000000,29.3,6,4492540,0,current
LN00736,CU00216,personal_loan,self_employed,Binh Duong,2024-08-03,75000000,31.4,6,565716,0,current
LN00737,CU00346,consumer_durable,salaried,Dong Nai,2026-03-19,28000000,19.4,12,23350015,0,current
LN00738,CU00100,motorbike_loan,salaried,Hanoi,2025-04-06,19000000,19.1,12,2271574,0,current
LN00739,CU00149,personal_loan,self_employed,Binh Duong,2026-03-17,97000000,24.4,24,89899743,0,current
LN00740,CU00173,personal_loan,salaried,Binh Duong,2024-07-14,22000000,15.8,12,5486309,0,current
LN00741,CU00414,salary_advance,gig_worker,HCMC,2025-11-09,13000000,20.1,24,9254247,0,current
LN00742,CU00392,personal_loan,salaried,HCMC,2025-07-06,196000000,27.4,6,17425904,0,current
LN00743,CU00587,personal_loan,salaried,Can Tho,2026-01-09,49000000,25.5,36,44304343,0,current
LN00744,CU00551,motorbike_loan,salaried,Can Tho,2024-09-11,39000000,26.6,18,6685799,9,overdue
LN00745,CU00128,personal_loan,salaried,Binh Duong,2024-10-19,157000000,23.3,36,89419081,0,current
LN00746,CU00132,consumer_durable,self_employed,HCMC,2026-01-11,27000000,14.1,24,21823845,0,current
LN00747,CU00001,motorbike_loan,salaried,Can Tho,2025-08-22,20000000,19.4,36,16656793,0,current
LN00748,CU00361,personal_loan,gig_worker,HCMC,2025-07-15,188000000,24.4,18,95047248,0,current
LN00749,CU00222,motorbike_loan,self_employed,Hanoi,2024-07-02,30000000,16.6,12,510924,0,current
LN00750,CU00147,motorbike_loan,self_employed,HCMC,2025-03-05,50000000,20.9,12,11998812,33,overdue
LN00751,CU00158,motorbike_loan,self_employed,HCMC,2024-08-01,56000000,20.7,36,27185645,0,current
LN00752,CU00092,personal_loan,salaried,Binh Duong,2024-08-31,83000000,23.6,36,46072002,0,current
LN00753,CU00127,motorbike_loan,salaried,Hanoi,2025-09-22,15000000,31.6,12,7485470,0,current
LN00754,CU00050,personal_loan,salaried,Binh Duong,2024-12-26,44000000,24.3,18,9898809,0,current
LN00755,CU00160,personal_loan,salaried,Dong Nai,2025-05-23,193000000,29.9,24,116693131,2,overdue
LN00756,CU00450,consumer_durable,self_employed,HCMC,2025-08-11,16000000,28.0,36,12589788,0,current
LN00757,CU00321,salary_advance,self_employed,Binh Duong,2025-08-02,6000000,19.5,6,126108,0,current
LN00758,CU00011,consumer_durable,salaried,Can Tho,2025-09-08,23000000,15.5,18,13550865,0,current
LN00759,CU00632,salary_advance,self_employed,Hanoi,2025-12-23,13000000,32.0,36,11412640,0,current
LN00760,CU00173,personal_loan,salaried,Binh Duong,2025-03-02,199000000,18.4,36,126561409,320,npl
LN00761,CU00383,consumer_durable,self_employed,Dong Nai,2025-09-23,16000000,23.2,6,3694577,0,current
LN00762,CU00404,salary_advance,self_employed,Hanoi,2024-11-05,10000000,19.3,12,3991062,0,current
LN00763,CU00337,personal_loan,gig_worker,Hanoi,2024-07-22,151000000,29.3,6,38913058,0,current
LN00764,CU00158,personal_loan,salaried,HCMC,2025-11-02,122000000,21.8,12,76887627,0,current
LN00765,CU00276,motorbike_loan,salaried,Dong Nai,2024-07-08,29000000,20.7,18,6631238,0,current
LN00766,CU00137,personal_loan,gig_worker,Hanoi,2025-11-27,55000000,14.1,12,37282677,0,current
LN00767,CU00131,motorbike_loan,gig_worker,Binh Duong,2025-11-28,27000000,31.7,6,6252170,0,current
LN00768,CU00243,personal_loan,gig_worker,Binh Duong,2024-12-14,119000000,28.3,12,40196201,0,current
LN00769,CU00157,personal_loan,salaried,Binh Duong,2024-09-07,22000000,19.1,6,2104080,0,current
LN00770,CU00106,consumer_durable,salaried,HCMC,2026-01-14,12000000,28.8,12,8841771,0,current
LN00771,CU00150,consumer_durable,salaried,Hanoi,2024-09-13,9000000,16.2,24,4154145,0,current
LN00772,CU00063,motorbike_loan,salaried,Da Nang,2026-03-20,41000000,26.6,12,36293814,0,current
LN00773,CU00001,motorbike_loan,salaried,Can Tho,2025-08-09,32000000,21.5,18,14968133,0,current
LN00774,CU00100,personal_loan,salaried,Binh Duong,2025-01-13,91000000,17.3,24,42950663,0,current
LN00775,CU00283,consumer_durable,self_employed,Can Tho,2025-12-29,28000000,20.5,36,24843992,0,current
LN00776,CU00102,personal_loan,gig_worker,Hanoi,2025-12-29,181000000,24.6,12,129930020,0,current
LN00777,CU00574,personal_loan,salaried,Da Nang,2025-01-11,71000000,14.8,12,16522763,0,current
LN00778,CU00281,salary_advance,salaried,Dong Nai,2026-01-11,9000000,23.4,36,7854557,0,current
LN00779,CU00077,consumer_durable,salaried,HCMC,2024-10-09,11000000,28.7,24,2989454,0,current
LN00780,CU00010,personal_loan,salaried,Binh Duong,2025-04-07,122000000,17.3,12,20891378,0,current
LN00781,CU00547,salary_advance,self_employed,Binh Duong,2024-11-20,7000000,26.7,36,4733255,0,current
LN00782,CU00119,personal_loan,salaried,HCMC,2025-07-31,54000000,25.6,12,9188347,0,current
LN00783,CU00333,personal_loan,self_employed,Hanoi,2025-04-29,103000000,18.8,12,24376273,0,current
LN00784,CU00598,salary_advance,salaried,Can Tho,2025-05-12,7000000,31.5,36,4818712,0,current
LN00785,CU00596,personal_loan,salaried,Binh Duong,2024-07-11,85000000,23.9,24,28935844,0,current
LN00786,CU00181,motorbike_loan,salaried,Binh Duong,2025-02-09,42000000,30.2,6,8467852,0,current
LN00787,CU00147,personal_loan,self_employed,Hanoi,2024-07-17,92000000,29.9,24,14858863,0,current
LN00788,CU00022,personal_loan,gig_worker,HCMC,2025-03-25,45000000,27.5,6,7140716,0,current
LN00789,CU00109,personal_loan,gig_worker,HCMC,2026-03-28,53000000,18.8,36,51217436,0,current
LN00790,CU00557,motorbike_loan,gig_worker,Binh Duong,2026-02-13,23000000,24.1,24,20337215,85,overdue
