disbursement_date,customer_id,disbursement_amount_vnd,status,product,region
2026-05-03,C002096,44817171,success,CashLoan,Central
2026-05-03,C002097,20032252,success,CreditLine,Central
2026-05-03,C002098,30781432,success,AutoLoan,South
2026-05-03,C002099,66424006,success,CashLoan,North
2026-05-03,C002100,54508262,success,BNPL,South
2026-05-03,C002101,50254984,success,BNPL,North
2026-05-03,C002102,55556454,success,AutoLoan,North
2026-05-03,C002103,32712446,success,CreditLine,North
2026-05-03,C002104,73172866,pending,CreditLine,South
2026-05-03,C002105,64816888,success,AutoLoan,North
2026-05-03,C002106,25825415,success,BNPL,Central
2026-05-03,C002107,42569891,success,BNPL,South
2026-05-03,C002108,44056848,success,CashLoan,North
2026-05-04,C002109,62565834,failed,AutoLoan,North
2026-05-04,C002110,18829626,failed,AutoLoan,South
2026-05-04,C002111,65890084,success,BNPL,North
2026-05-04,C002112,38360343,success,CashLoan,North
2026-05-04,C002113,8640098,success,CreditLine,South
2026-05-04,C002114,8424041,success,CreditLine,Central
2026-05-04,C002115,32878510,success,AutoLoan,Central
2026-05-04,C002116,27363126,success,CashLoan,South
2026-05-04,C002117,3454217,failed,CashLoan,South
2026-05-04,C002118,48091817,failed,CashLoan,Central
2026-05-04,C002119,74459676,success,CreditLine,South
2026-05-04,C002120,26204004,success,CreditLine,Central
2026-05-04,C002121,32368845,success,CashLoan,Central
2026-05-04,C002122,15036907,success,BNPL,South
2026-05-04,C002123,33106427,success,CreditLine,South
2026-05-04,C002124,14093816,failed,CreditLine,North
2026-05-04,C002125,45621362,success,BNPL,North
2026-05-04,C002126,6216531,success,AutoLoan,South
2026-05-04,C002127,45159459,success,CreditLine,North
2026-05-04,C002128,60618837,failed,CreditLine,North
2026-05-04,C002129,34774396,success,BNPL,North
2026-05-04,C002130,17167439,success,CreditLine,North
2026-05-04,C002131,11825935,failed,CashLoan,South
2026-05-04,C002132,38517420,success,CashLoan,Central
2026-05-04,C002133,54719764,success,CashLoan,North
2026-05-04,C002134,58870372,success,CreditLine,Central
2026-05-04,C002135,12872566,success,BNPL,North
2026-05-04,C002136,24955560,success,BNPL,Central
2026-05-04,C002137,40411314,success,CreditLine,South
2026-05-04,C002138,47981084,success,CreditLine,Central
2026-05-04,C002139,76816736,success,CashLoan,Central
2026-05-04,C002140,21955485,success,AutoLoan,Central
2026-05-04,C002141,67688474,success,CreditLine,Central
2026-05-04,C002142,38639324,success,CreditLine,Central
2026-05-04,C002143,45478730,success,CashLoan,Central
2026-05-04,C002144,69120951,success,BNPL,Central
2026-05-04,C002145,59482935,success,CashLoan,South
2026-05-04,C002146,8805796,success,CashLoan,South
2026-05-04,C002147,47575360,pending,BNPL,North
2026-05-04,C002148,45472737,success,AutoLoan,South
2026-05-04,C002149,62690187,success,AutoLoan,North
2026-05-04,C002150,71640690,success,CreditLine,North
2026-05-04,C002151,38781987,success,CashLoan,Central
2026-05-04,C002152,31017647,success,BNPL,South
2026-05-04,C002153,55680447,pending,BNPL,Central
2026-05-04,C002154,15260126,success,BNPL,South
2026-05-04,C002155,59364344,success,CashLoan,North
2026-05-04,C002156,61633373,success,CashLoan,Central
2026-05-05,C002157,6296249,success,CreditLine,Central
2026-05-05,C002158,39164915,success,CashLoan,North
2026-05-05,C002159,78505413,success,CashLoan,South
2026-05-05,C002160,77569987,success,CreditLine,South
2026-05-05,C002161,23275337,success,BNPL,Central
2026-05-05,C002162,53332999,success,CashLoan,South
2026-05-05,C002163,22372153,success,AutoLoan,Central
2026-05-05,C002164,65927230,success,AutoLoan,Central
2026-05-05,C002165,71312239,success,BNPL,Central
2026-05-05,C002166,15751648,success,CreditLine,North
2026-05-05,C002167,14568511,success,CreditLine,South
2026-05-05,C002168,58232308,success,BNPL,Central
2026-05-05,C002169,65460292,failed,CashLoan,Central
2026-05-05,C002170,54992665,success,BNPL,South
2026-05-05,C002171,15415962,success,CashLoan,North
2026-05-05,C002172,6322113,success,BNPL,North
2026-05-05,C002173,51474612,success,BNPL,North
2026-05-05,C002174,15808285,success,AutoLoan,South
2026-05-05,C002175,77631763,success,CashLoan,South
2026-05-05,C002176,59054022,success,CashLoan,North
2026-05-05,C002177,37588658,success,AutoLoan,North
2026-05-05,C002178,19891013,success,BNPL,South
2026-05-05,C002179,66174894,success,CreditLine,North
2026-05-05,C002180,58762383,success,AutoLoan,South
2026-05-05,C002181,48475891,success,AutoLoan,Central
2026-05-05,C002182,13180416,success,BNPL,South
2026-05-05,C002183,69188560,success,AutoLoan,North
2026-05-05,C002184,49624348,success,AutoLoan,South
2026-05-05,C002185,49185662,success,CashLoan,North
2026-05-05,C002186,40132552,success,CashLoan,South
2026-05-05,C002187,52990843,success,AutoLoan,Central
2026-05-05,C002188,70361471,failed,AutoLoan,North
2026-05-05,C002189,75258465,success,AutoLoan,Central
2026-05-05,C002190,48356702,failed,CashLoan,Central
2026-05-05,C002191,13308999,success,BNPL,North
2026-05-05,C002192,24811533,success,AutoLoan,Central
2026-05-05,C002193,17554618,failed,CashLoan,South
2026-05-05,C002194,43235628,success,CashLoan,Central
2026-05-05,C002195,53400051,failed,CreditLine,Central
2026-05-05,C002196,30894773,success,AutoLoan,South
2026-05-05,C002197,48073504,success,AutoLoan,South
2026-05-05,C002198,31154595,success,AutoLoan,North
2026-05-06,C002199,63351708,success,BNPL,Central
2026-05-06,C002200,46050224,success,CreditLine,Central
2026-05-06,C002201,47479138,pending,AutoLoan,South
2026-05-06,C002202,13631275,success,CashLoan,South
2026-05-06,C002203,20692390,failed,BNPL,North
2026-05-06,C002204,19513276,success,CreditLine,South
2026-05-06,C002205,50279953,failed,CashLoan,North
2026-05-06,C002206,32960983,success,CashLoan,North
2026-05-06,C002207,66390670,success,AutoLoan,North
2026-05-06,C002208,7934195,success,CreditLine,North
2026-05-06,C002209,49895222,failed,AutoLoan,Central
2026-05-06,C002210,50275350,success,CreditLine,South
2026-05-06,C002211,77191796,success,BNPL,South
2026-05-06,C002212,41066365,success,BNPL,South
2026-05-06,C002213,74668401,success,CreditLine,North
2026-05-06,C002214,5587920,success,BNPL,South
2026-05-06,C002215,16050182,success,CreditLine,North
2026-05-06,C002216,53436472,success,CashLoan,Central
2026-05-06,C002217,63034811,success,AutoLoan,Central
2026-05-06,C002218,48128172,success,CashLoan,South
2026-05-06,C002219,57178888,success,CreditLine,South
2026-05-06,C002220,66891889,success,CreditLine,Central
2026-05-06,C002221,77173150,success,BNPL,South
2026-05-06,C002222,77155399,success,AutoLoan,South
2026-05-06,C002223,3358161,success,AutoLoan,South
2026-05-06,C002224,11197801,success,CreditLine,Central
2026-05-06,C002225,75920190,success,CreditLine,South
2026-05-06,C002226,65612345,success,CreditLine,South
2026-05-06,C002227,37093185,success,AutoLoan,North
2026-05-06,C002228,61325442,pending,AutoLoan,South
2026-05-06,C002229,38475473,success,CashLoan,Central
2026-05-06,C002230,11952659,success,AutoLoan,South
2026-05-06,C002231,63726513,success,BNPL,Central
2026-05-06,C002232,34756799,success,CashLoan,South
2026-05-06,C002233,67077632,success,CreditLine,North
2026-05-06,C002234,33717659,pending,CreditLine,North
2026-05-06,C002235,45700465,success,AutoLoan,Central
2026-05-06,C002236,30222420,success,CreditLine,North
2026-05-06,C002237,75928094,failed,BNPL,Central
2026-05-06,C002238,59757643,success,BNPL,Central
2026-05-06,C002239,18921954,success,BNPL,South
2026-05-06,C002240,30414107,pending,CashLoan,North
2026-05-06,C002241,73854485,failed,AutoLoan,South
2026-05-07,C002242,68995878,success,AutoLoan,Central
2026-05-07,C002243,50791395,success,CreditLine,Central
2026-05-07,C002244,17081133,pending,CreditLine,Central
2026-05-07,C002245,20101144,success,BNPL,North
2026-05-07,C002246,43481629,success,AutoLoan,South
2026-05-07,C002247,5507323,success,AutoLoan,South
2026-05-07,C002248,62744605,success,CashLoan,South
2026-05-07,C002249,42901795,success,CashLoan,North
2026-05-07,C002250,54905935,success,CashLoan,Central
2026-05-07,C002251,30843379,success,BNPL,South
2026-05-07,C002252,23239375,success,AutoLoan,South
2026-05-07,C002253,29418427,success,AutoLoan,Central
2026-05-07,C002254,19211001,failed,CreditLine,Central
2026-05-07,C002255,68783108,success,AutoLoan,North
2026-05-07,C002256,46998548,success,BNPL,North
2026-05-07,C002257,58502790,success,AutoLoan,Central
2026-05-07,C002258,18096867,failed,BNPL,Central
2026-05-07,C002259,65036463,success,AutoLoan,Central
2026-05-07,C002260,13354319,success,CreditLine,Central
2026-05-07,C002261,26102632,success,CashLoan,Central
2026-05-07,C002262,10621059,success,CashLoan,North
2026-05-07,C002263,65663991,success,CashLoan,Central
2026-05-07,C002264,60333677,success,CreditLine,Central
2026-05-07,C002265,46146952,success,CreditLine,North
2026-05-07,C002266,34705589,success,BNPL,South
2026-05-07,C002267,47343873,success,BNPL,Central
2026-05-07,C002268,30343395,failed,AutoLoan,South
2026-05-07,C002269,37413619,success,AutoLoan,South
2026-05-07,C002270,25062315,success,BNPL,North
2026-05-07,C002271,52324710,success,AutoLoan,South
2026-05-07,C002272,50147880,success,CashLoan,North
2026-05-07,C002273,15473960,success,CreditLine,Central
2026-05-07,C002274,53282008,failed,CreditLine,South
2026-05-07,C002275,52637610,success,AutoLoan,Central
2026-05-07,C002276,60587953,success,AutoLoan,Central
2026-05-07,C002277,15883494,success,BNPL,South
2026-05-08,C002278,22376819,pending,CashLoan,North
2026-05-08,C002279,15852105,success,CashLoan,North
2026-05-08,C002280,75133111,success,CashLoan,North
2026-05-08,C002281,62361895,success,CashLoan,North
2026-05-08,C002282,23208824,success,CashLoan,South
2026-05-08,C002283,74732397,success,CreditLine,North
2026-05-08,C002284,22049531,success,AutoLoan,South
2026-05-08,C002285,12733701,success,BNPL,North
2026-05-08,C002286,5706933,success,CreditLine,Central
2026-05-08,C002287,38973897,success,CreditLine,South
2026-05-08,C002288,37253059,failed,BNPL,South
2026-05-08,C002289,49013983,success,AutoLoan,South
2026-05-08,C002290,52263561,success,CreditLine,Central
2026-05-08,C002291,40087179,success,CashLoan,Central
2026-05-08,C002292,26705850,success,CreditLine,North
2026-05-08,C002293,26375114,success,BNPL,Central
2026-05-08,C002294,25080693,success,CashLoan,South
2026-05-08,C002295,74000806,pending,AutoLoan,Central
2026-05-08,C002296,3703210,success,CreditLine,South
2026-05-08,C002297,20803585,success,CreditLine,North
2026-05-08,C002298,34703661,success,AutoLoan,Central
2026-05-08,C002299,22242001,failed,AutoLoan,Central
2026-05-08,C002300,19985616,success,AutoLoan,South
2026-05-08,C002301,21446259,pending,CreditLine,Central
2026-05-08,C002302,52931192,success,CreditLine,Central
2026-05-08,C002303,17476048,success,BNPL,North
2026-05-08,C002304,25298838,success,AutoLoan,South
2026-05-08,C002305,37863076,failed,AutoLoan,North
2026-05-08,C002306,27689566,success,CashLoan,South
2026-05-08,C002307,4704078,success,CreditLine,Central
2026-05-08,C002308,12628018,success,CashLoan,North
2026-05-08,C002309,9945167,success,AutoLoan,North
2026-05-08,C002310,29327289,success,AutoLoan,Central
2026-05-08,C002311,38703703,success,CreditLine,North
2026-05-08,C002312,67953065,success,CashLoan,Central
2026-05-08,C002313,62725274,success,AutoLoan,North
2026-05-08,C002314,17798806,success,AutoLoan,North
2026-05-08,C002315,12391039,pending,BNPL,Central
2026-05-08,C002316,62384350,success,BNPL,South
2026-05-08,C002317,79579226,success,AutoLoan,South
2026-05-09,C002318,43127712,success,AutoLoan,Central
2026-05-09,C002319,55471058,success,CreditLine,North
2026-05-09,C002320,51445647,success,CashLoan,Central
2026-05-09,C002321,40054678,success,BNPL,Central
2026-05-09,C002322,71339007,failed,BNPL,North
2026-05-09,C002323,21169369,success,CreditLine,North
2026-05-09,C002324,15886747,success,CashLoan,Central
2026-05-09,C002325,63764071,success,CashLoan,South
2026-05-09,C002326,63327593,success,BNPL,Central
2026-05-09,C002327,62351369,success,BNPL,Central
2026-05-09,C002328,10037919,success,CreditLine,South
2026-05-09,C002329,7624029,success,BNPL,South
2026-05-09,C002330,44299206,success,BNPL,Central
2026-05-09,C002331,20915946,success,CreditLine,Central
2026-05-09,C002332,59455540,success,AutoLoan,Central
2026-05-09,C002333,58778735,success,CashLoan,Central
2026-05-09,C002334,57410200,success,CreditLine,South
2026-05-09,C002335,56671908,success,BNPL,South
2026-05-09,C002336,29770180,failed,AutoLoan,Central
2026-05-09,C002337,69809961,success,BNPL,North
2026-05-09,C002338,43897582,success,CreditLine,Central
2026-05-09,C002339,44703658,success,CashLoan,South
2026-05-10,C002340,59491646,success,CreditLine,South
2026-05-10,C002341,21386564,failed,CashLoan,South
2026-05-10,C002342,77471563,success,BNPL,South
2026-05-10,C002343,55608262,pending,BNPL,South
2026-05-10,C002344,24800939,success,CreditLine,North
2026-05-10,C002345,10411734,success,CashLoan,North
2026-05-10,C002346,67309888,success,BNPL,North
2026-05-10,C002347,18560085,success,BNPL,North
2026-05-10,C002348,5449920,success,AutoLoan,South
2026-05-10,C002349,40723042,success,CreditLine,North
2026-05-10,C002350,31209259,success,CashLoan,North
2026-05-10,C002351,74626249,success,AutoLoan,North
2026-05-10,C002352,39040554,success,CashLoan,Central
2026-05-10,C002353,45967531,success,CreditLine,South
2026-05-10,C002354,7489101,success,CreditLine,South
2026-05-10,C002355,6130292,success,CreditLine,North
2026-05-10,C002356,75734468,success,CashLoan,North
2026-05-10,C002357,58838238,success,AutoLoan,North
2026-05-10,C002358,17870197,success,BNPL,South
2026-05-10,C002359,51150029,success,AutoLoan,South
2026-05-11,C002360,52174071,success,AutoLoan,South
2026-05-11,C002361,54223661,success,BNPL,North
2026-05-11,C002362,45347340,success,CreditLine,South
2026-05-11,C002363,15179587,success,AutoLoan,Central
2026-05-11,C002364,72491342,success,CreditLine,Central
2026-05-11,C002365,34750433,success,AutoLoan,South
2026-05-11,C002366,27905720,success,BNPL,Central
2026-05-11,C002367,61959532,pending,CreditLine,Central
2026-05-11,C002368,77047186,success,AutoLoan,North
2026-05-11,C002369,58926122,success,CashLoan,South
2026-05-11,C002370,13401599,success,CashLoan,Central
2026-05-11,C002371,78798370,success,CreditLine,North
2026-05-11,C002372,62407276,failed,CreditLine,South
2026-05-11,C002373,42367904,success,BNPL,North
2026-05-11,C002374,5905695,success,BNPL,North
2026-05-11,C002375,23404089,success,BNPL,North
2026-05-11,C002376,22730775,success,CashLoan,South
2026-05-11,C002377,33784465,success,CashLoan,South
2026-05-11,C002378,28001288,success,BNPL,Central
2026-05-11,C002379,66579303,failed,CashLoan,South
2026-05-11,C002380,52453605,success,AutoLoan,North
2026-05-11,C002381,63069386,pending,CreditLine,Central
2026-05-11,C002382,70744022,success,AutoLoan,North
2026-05-11,C002383,69973561,success,CashLoan,South
2026-05-11,C002384,62861233,success,CashLoan,Central
2026-05-11,C002385,43377518,success,BNPL,Central
2026-05-11,C002386,41684924,success,BNPL,North
2026-05-11,C002387,54869913,success,AutoLoan,South
2026-05-11,C002388,47294623,success,BNPL,Central
2026-05-11,C002389,25313293,success,BNPL,North
2026-05-11,C002390,28884949,success,CashLoan,South
2026-05-11,C002391,33737730,success,AutoLoan,South
2026-05-11,C002392,36455815,failed,BNPL,North
2026-05-11,C002393,40031032,success,AutoLoan,Central
2026-05-11,C002394,53223129,success,BNPL,North
2026-05-11,C002395,8516586,pending,AutoLoan,Central
2026-05-11,C002396,55724823,success,CashLoan,North
2026-05-11,C002397,54724561,success,CreditLine,Central
2026-05-12,C002398,29528418,success,CashLoan,Central
2026-05-12,C002399,16032655,success,AutoLoan,South
2026-05-12,C002400,14228022,success,BNPL,North
2026-05-12,C002401,55772660,success,CashLoan,North
2026-05-12,C002402,59947785,success,BNPL,Central
2026-05-12,C002403,4057463,failed,CashLoan,Central
2026-05-12,C002404,37654740,success,CreditLine,North
2026-05-12,C002405,59980999,success,BNPL,South
2026-05-12,C002406,43291472,success,AutoLoan,South
2026-05-12,C002407,59204115,success,CashLoan,Central
2026-05-12,C002408,47891380,success,CashLoan,Central
2026-05-12,C002409,16114612,success,BNPL,South
2026-05-12,C002410,50583287,success,AutoLoan,South
2026-05-12,C002411,75778589,success,AutoLoan,South
2026-05-12,C002412,23890899,success,CreditLine,North
2026-05-12,C002413,4469030,success,AutoLoan,North
2026-05-12,C002414,78444049,success,CashLoan,Central
2026-05-12,C002415,40318985,success,CashLoan,North
2026-05-12,C002416,18313390,success,CashLoan,North
2026-05-12,C002417,22049194,success,CreditLine,Central
2026-05-12,C002418,40724829,pending,BNPL,North
2026-05-12,C002419,29702052,success,CreditLine,South
2026-05-12,C002420,26279118,success,CreditLine,North
2026-05-12,C002421,51186012,success,CashLoan,South
2026-05-12,C002422,76081964,success,BNPL,Central
2026-05-12,C002423,72082499,success,BNPL,North
2026-05-12,C002424,59201504,success,BNPL,Central
2026-05-12,C002425,21507782,success,AutoLoan,Central
2026-05-12,C002426,73049625,success,AutoLoan,South
2026-05-12,C002427,13146454,success,BNPL,South
2026-05-12,C002428,44684244,success,BNPL,Central
2026-05-12,C002429,56016970,success,BNPL,Central
2026-05-12,C002430,79667806,pending,BNPL,South
2026-05-12,C002431,74843305,success,CreditLine,North
2026-05-12,C002432,45915202,failed,CashLoan,North
2026-05-12,C002433,27455014,success,CashLoan,Central
2026-05-12,C002434,70770156,success,AutoLoan,Central
2026-05-12,C002435,37111345,success,CreditLine,North
2026-05-12,C002436,62991307,success,BNPL,North
2026-05-12,C002437,5017263,success,CreditLine,South
2026-05-13,C002438,20780173,success,BNPL,South
2026-05-13,C002439,5008505,success,AutoLoan,North
2026-05-13,C002440,41678993,success,AutoLoan,South
2026-05-13,C002441,53016778,success,AutoLoan,Central
2026-05-13,C002442,39486212,success,BNPL,North
2026-05-13,C002443,5481675,pending,CashLoan,Central
2026-05-13,C002444,76165249,success,BNPL,North
2026-05-13,C002445,8092496,success,AutoLoan,South
2026-05-13,C002446,28016963,success,BNPL,Central
2026-05-13,C002447,34174741,success,AutoLoan,South
2026-05-13,C002448,27093106,success,CashLoan,South
2026-05-13,C002449,11417354,success,CashLoan,North
2026-05-13,C002450,42940104,success,CashLoan,South
2026-05-13,C002451,32829634,pending,CashLoan,North
2026-05-13,C002452,25420810,success,CreditLine,Central
2026-05-13,C002453,38523731,success,CreditLine,South
2026-05-13,C002454,73765527,failed,BNPL,Central
2026-05-13,C002455,66901799,success,CashLoan,South
2026-05-13,C002456,41550649,success,BNPL,Central
2026-05-13,C002457,34844066,success,CashLoan,North
2026-05-13,C002458,37933416,failed,BNPL,Central
2026-05-13,C002459,9943833,success,BNPL,South
2026-05-13,C002460,59461199,success,CashLoan,South
2026-05-13,C002461,37603678,success,CashLoan,South
2026-05-13,C002462,57460492,failed,BNPL,Central
2026-05-13,C002463,45376633,success,BNPL,Central
2026-05-13,C002464,46542851,success,BNPL,North
2026-05-13,C002465,69899027,success,CashLoan,Central
2026-05-13,C002466,26720789,failed,AutoLoan,Central
2026-05-13,C002467,51236869,success,BNPL,North
2026-05-13,C002468,3272033,pending,CreditLine,North
2026-05-13,C002469,38315484,success,CashLoan,South
2026-05-13,C002470,70968124,success,BNPL,South
2026-05-13,C002471,53779237,success,AutoLoan,Central
2026-05-13,C002472,9114178,success,CashLoan,North
2026-05-13,C002473,70926925,success,BNPL,North
2026-05-13,C002474,17232679,success,CreditLine,North
2026-05-13,C002475,14193830,success,CreditLine,Central
2026-05-13,C002476,73869621,success,CashLoan,Central
2026-05-13,C002477,79517608,success,CreditLine,South
2026-05-13,C002478,53891195,failed,BNPL,Central
2026-05-13,C002479,60698780,success,CashLoan,North
2026-05-13,C002480,62175422,success,CreditLine,Central
2026-05-13,C002481,66160385,pending,AutoLoan,South
2026-05-13,C002482,7999291,success,BNPL,North
2026-05-13,C002483,56485696,success,CreditLine,South
2026-05-13,C002484,34859359,success,BNPL,South
2026-05-14,C002485,46995264,success,CashLoan,Central
2026-05-14,C002486,58753708,success,CreditLine,Central
2026-05-14,C002487,49881034,success,CreditLine,South
2026-05-14,C002488,47285987,success,CreditLine,North
2026-05-14,C002489,50300328,success,AutoLoan,Central
2026-05-14,C002490,65214487,success,BNPL,South
2026-05-14,C002491,25367580,success,CashLoan,North
2026-05-14,C002492,4846983,success,CashLoan,South
2026-05-14,C002493,68301373,success,AutoLoan,Central
2026-05-14,C002494,6502898,success,BNPL,North
2026-05-14,C002495,52327609,failed,CreditLine,Central
2026-05-14,C002496,63845053,success,CreditLine,South
2026-05-14,C002497,45349507,pending,CashLoan,North
2026-05-14,C002498,55809355,success,AutoLoan,South
2026-05-14,C002499,46806958,success,BNPL,North
2026-05-14,C002500,28449642,success,AutoLoan,Central
2026-05-14,C002501,64388587,success,BNPL,Central
2026-05-14,C002502,14964744,success,CreditLine,Central
2026-05-14,C002503,63367155,success,CashLoan,South
2026-05-14,C002504,26049468,failed,CreditLine,South
2026-05-14,C002505,44263181,success,CreditLine,Central
2026-05-14,C002506,8098404,success,CreditLine,North
2026-05-14,C002507,29114736,success,BNPL,South
2026-05-14,C002508,49638059,success,CashLoan,Central
2026-05-14,C002509,57305496,success,CashLoan,Central
2026-05-14,C002510,34867956,success,BNPL,Central
2026-05-14,C002511,37796787,success,BNPL,South
2026-05-14,C002512,26278508,success,CreditLine,North
2026-05-14,C002513,62889860,success,AutoLoan,South
2026-05-14,C002514,4919977,success,BNPL,North
2026-05-14,C002515,29188924,success,CreditLine,Central
2026-05-14,C002516,14033718,success,BNPL,North
2026-05-14,C002517,58791938,success,AutoLoan,South
2026-05-14,C002518,69590385,success,CashLoan,Central
2026-05-14,C002519,74789975,failed,CashLoan,Central
2026-05-14,C002520,38949444,success,CashLoan,South
2026-05-14,C002521,61995874,pending,CreditLine,North
2026-05-14,C002522,47472107,success,BNPL,Central
2026-05-15,C002523,25065688,success,CreditLine,Central
2026-05-15,C002524,54676551,success,BNPL,North
2026-05-15,C002525,24070040,success,CashLoan,North
2026-05-15,C002526,44774710,success,CreditLine,Central
2026-05-15,C002527,13899875,failed,CreditLine,South
2026-05-15,C002528,21851530,success,CreditLine,South
2026-05-15,C002529,71702719,success,AutoLoan,North
2026-05-15,C002530,13015698,success,CashLoan,North
2026-05-15,C002531,32537172,success,AutoLoan,Central
2026-05-15,C002532,16781690,success,AutoLoan,South
2026-05-15,C002533,30383072,success,BNPL,South
2026-05-15,C002534,61396996,success,CashLoan,Central
2026-05-15,C002535,46719776,success,AutoLoan,North
2026-05-15,C002536,38079981,failed,AutoLoan,Central
2026-05-15,C002537,20840454,success,BNPL,South
2026-05-15,C002538,22870062,success,AutoLoan,North
2026-05-15,C002539,56870325,failed,CreditLine,Central
2026-05-15,C002540,37902796,success,CashLoan,Central
2026-05-15,C002541,11692303,success,AutoLoan,North
2026-05-15,C002542,24733817,success,BNPL,South
2026-05-15,C002543,10925780,failed,CashLoan,Central
2026-05-15,C002544,45823539,success,CreditLine,South
2026-05-15,C002545,38495063,success,AutoLoan,North
2026-05-15,C002546,50807362,success,BNPL,Central
2026-05-15,C002547,32553867,success,BNPL,South
2026-05-15,C002548,48504705,success,CreditLine,South
2026-05-15,C002549,56448253,success,CashLoan,South
2026-05-15,C002550,74676470,success,AutoLoan,North
2026-05-15,C002551,48596561,success,CreditLine,South
2026-05-15,C002552,10519351,success,BNPL,Central
2026-05-15,C002553,76603025,success,CashLoan,South
2026-05-15,C002554,65683137,pending,AutoLoan,Central
2026-05-15,C002555,41060726,success,CashLoan,North
2026-05-15,C002556,19756106,success,CashLoan,North
2026-05-15,C002557,53887867,success,CreditLine,Central
2026-05-15,C002558,50399056,success,BNPL,North
2026-05-15,C002559,55476792,success,CreditLine,South
2026-05-15,C002560,64164692,failed,CreditLine,Central
2026-05-15,C002561,58269924,success,CashLoan,South
2026-05-15,C002562,3625182,success,AutoLoan,North
2026-05-15,C002563,68642898,success,CreditLine,South
2026-05-16,C002564,3064935,success,CreditLine,North
2026-05-16,C002565,69316083,success,BNPL,Central
2026-05-16,C002566,57071084,success,CreditLine,South
2026-05-16,C002567,32474800,success,AutoLoan,South
2026-05-16,C002568,19263637,success,AutoLoan,North
2026-05-16,C002569,17493466,success,CreditLine,Central
2026-05-16,C002570,14878581,failed,BNPL,North
2026-05-16,C002571,3893411,success,CashLoan,North
2026-05-16,C002572,58543120,success,AutoLoan,North
2026-05-16,C002573,9519085,success,AutoLoan,Central
2026-05-16,C002574,71805850,failed,AutoLoan,South
2026-05-16,C002575,16844398,success,AutoLoan,South
2026-05-16,C002576,66145499,success,CreditLine,North
2026-05-16,C002577,17305909,success,CashLoan,South
2026-05-16,C002578,41358086,failed,BNPL,South
2026-05-16,C002579,41633117,success,CreditLine,North
2026-05-16,C002580,78323975,success,AutoLoan,South
2026-05-16,C002581,31380552,success,AutoLoan,South
2026-05-16,C002582,9164859,failed,CreditLine,Central
2026-05-16,C002583,42805115,success,CashLoan,North
2026-05-16,C002584,39378771,failed,CashLoan,South
2026-05-16,C002585,51793950,success,CreditLine,South
2026-05-16,C002586,7063618,success,CashLoan,Central
2026-05-16,C002587,37960677,success,CreditLine,Central
2026-05-16,C002588,30174419,success,CreditLine,North
2026-05-17,C002589,74060567,pending,CreditLine,South
2026-05-17,C002590,63446659,success,CashLoan,South
2026-05-17,C002591,39433360,success,CashLoan,South
2026-05-17,C002592,79258091,failed,CashLoan,Central
2026-05-17,C002593,40326534,success,CashLoan,Central
2026-05-17,C002594,22407925,success,CreditLine,Central
2026-05-17,C002595,69055095,success,CashLoan,South
2026-05-17,C002596,16445266,success,BNPL,South
2026-05-17,C002597,37392293,success,CreditLine,South
2026-05-17,C002598,21187082,success,CashLoan,Central
2026-05-17,C002599,78773517,success,BNPL,Central
2026-05-17,C002600,60962619,success,AutoLoan,North
2026-05-17,C002601,53871381,failed,BNPL,North
2026-05-17,C002602,47487319,success,CashLoan,South
2026-05-17,C002603,23358453,success,CashLoan,North
2026-05-17,C002604,38729149,success,CreditLine,Central
2026-05-17,C002605,60453591,pending,BNPL,Central
2026-05-18,C002606,33035427,success,BNPL,South
2026-05-18,C002607,70011385,success,CreditLine,Central
2026-05-18,C002608,32414315,success,CashLoan,North
2026-05-18,C002609,73663834,success,CreditLine,Central
2026-05-18,C002610,50007388,success,CreditLine,Central
2026-05-18,C002611,23815111,success,CreditLine,South
2026-05-18,C002612,47981616,success,BNPL,South
2026-05-18,C002613,54735518,pending,BNPL,South
2026-05-18,C002614,28980308,failed,BNPL,Central
2026-05-18,C002615,45166166,failed,CashLoan,North
2026-05-18,C002616,3921028,success,CashLoan,South
2026-05-18,C002617,37337549,success,CreditLine,Central
2026-05-18,C002618,17867123,success,CashLoan,North
2026-05-18,C002619,75264921,success,BNPL,South
2026-05-18,C002620,52132382,failed,CashLoan,North
2026-05-18,C002621,68945943,success,AutoLoan,South
2026-05-18,C002622,61817048,success,BNPL,North
2026-05-18,C002623,56565329,success,CreditLine,Central
2026-05-18,C002624,53856794,success,AutoLoan,Central
2026-05-18,C002625,62240652,failed,CreditLine,Central
2026-05-18,C002626,15471384,success,CreditLine,North
2026-05-18,C002627,32475523,success,CashLoan,Central
2026-05-18,C002628,76581638,success,BNPL,Central
2026-05-18,C002629,8343683,success,AutoLoan,North
2026-05-18,C002630,52702204,success,BNPL,South
2026-05-18,C002631,62190463,success,CashLoan,Central
2026-05-18,C002632,58085824,success,CashLoan,North
2026-05-18,C002633,8421749,failed,CreditLine,Central
2026-05-18,C002634,4444889,success,BNPL,South
2026-05-18,C002635,52305815,success,AutoLoan,Central
2026-05-18,C002636,14673775,success,AutoLoan,South
2026-05-18,C002637,3285189,failed,AutoLoan,Central
2026-05-18,C002638,36576440,failed,CashLoan,South
2026-05-18,C002639,20390206,success,AutoLoan,North
2026-05-18,C002640,46677779,success,CreditLine,South
2026-05-18,C002641,26317761,success,CashLoan,Central
2026-05-18,C002642,44166224,success,CashLoan,Central
2026-05-18,C002643,61554887,success,BNPL,North
